"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-05-30,"BC","All","All",13,9
2020-05-30,"BC","Fraser","All",13,7.86
2020-05-30,"BC","Fraser","Fraser East",1,2.14
2020-05-30,"BC","Fraser","Fraser North",0,0.43
2020-05-30,"BC","Fraser","Fraser South",12,5.29
2020-05-30,"BC","Fraser","Unknown",0,0
2020-05-30,"BC","Interior","All",0,0.14
2020-05-30,"BC","Interior","East Kootenay",0,0
2020-05-30,"BC","Interior","Kootenay Boundary",0,0
2020-05-30,"BC","Interior","Okanagan",0,0.14
2020-05-30,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-30,"BC","Northern","All",0,0.29
2020-05-30,"BC","Northern","Northeast",0,0
2020-05-30,"BC","Northern","Northern Interior",0,0.29
2020-05-30,"BC","Northern","Northwest",0,0
2020-05-30,"BC","Northern","Unknown",0,0
2020-05-30,"BC","Vancouver Coastal","All",0,0.71
2020-05-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-30,"BC","Vancouver Coastal","Richmond",0,0
2020-05-30,"BC","Vancouver Coastal","Unknown",0,0
2020-05-30,"BC","Vancouver Coastal","Vancouver",0,0.71
2020-05-30,"BC","Vancouver Island","All",0,0
2020-05-30,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-30,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-30,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-30,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-31,"BC","All","All",9,9.14
2020-05-31,"BC","Fraser","All",7,7.71
2020-05-31,"BC","Fraser","Fraser East",2,1.71
2020-05-31,"BC","Fraser","Fraser North",1,0.43
2020-05-31,"BC","Fraser","Fraser South",4,5.57
2020-05-31,"BC","Fraser","Unknown",0,0
2020-05-31,"BC","Interior","All",0,0.14
2020-05-31,"BC","Interior","East Kootenay",0,0
2020-05-31,"BC","Interior","Kootenay Boundary",0,0
2020-05-31,"BC","Interior","Okanagan",0,0.14
2020-05-31,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-31,"BC","Northern","All",0,0.29
2020-05-31,"BC","Northern","Northeast",0,0
2020-05-31,"BC","Northern","Northern Interior",0,0.29
2020-05-31,"BC","Northern","Northwest",0,0
2020-05-31,"BC","Northern","Unknown",0,0
2020-05-31,"BC","Vancouver Coastal","All",2,1
2020-05-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.29
2020-05-31,"BC","Vancouver Coastal","Richmond",0,0
2020-05-31,"BC","Vancouver Coastal","Unknown",0,0
2020-05-31,"BC","Vancouver Coastal","Vancouver",0,0.71
2020-05-31,"BC","Vancouver Island","All",0,0
2020-05-31,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-31,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-31,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-31,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-01,"BC","All","All",13,10
2020-06-01,"BC","Fraser","All",13,8.71
2020-06-01,"BC","Fraser","Fraser East",9,3
2020-06-01,"BC","Fraser","Fraser North",0,0.43
2020-06-01,"BC","Fraser","Fraser South",4,5.29
2020-06-01,"BC","Fraser","Unknown",0,0
2020-06-01,"BC","Interior","All",0,0.14
2020-06-01,"BC","Interior","East Kootenay",0,0
2020-06-01,"BC","Interior","Kootenay Boundary",0,0
2020-06-01,"BC","Interior","Okanagan",0,0.14
2020-06-01,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-01,"BC","Northern","All",0,0.29
2020-06-01,"BC","Northern","Northeast",0,0
2020-06-01,"BC","Northern","Northern Interior",0,0.29
2020-06-01,"BC","Northern","Northwest",0,0
2020-06-01,"BC","Northern","Unknown",0,0
2020-06-01,"BC","Vancouver Coastal","All",0,0.86
2020-06-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-01,"BC","Vancouver Coastal","Richmond",0,0
2020-06-01,"BC","Vancouver Coastal","Unknown",0,0
2020-06-01,"BC","Vancouver Coastal","Vancouver",0,0.57
2020-06-01,"BC","Vancouver Island","All",0,0
2020-06-01,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-01,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-01,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-01,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-02,"BC","All","All",12,11
2020-06-02,"BC","Fraser","All",10,9.57
2020-06-02,"BC","Fraser","Fraser East",7,3.86
2020-06-02,"BC","Fraser","Fraser North",1,0.43
2020-06-02,"BC","Fraser","Fraser South",2,5.29
2020-06-02,"BC","Fraser","Unknown",0,0
2020-06-02,"BC","Interior","All",0,0.14
2020-06-02,"BC","Interior","East Kootenay",0,0
2020-06-02,"BC","Interior","Kootenay Boundary",0,0
2020-06-02,"BC","Interior","Okanagan",0,0.14
2020-06-02,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-02,"BC","Northern","All",0,0.14
2020-06-02,"BC","Northern","Northeast",0,0
2020-06-02,"BC","Northern","Northern Interior",0,0.14
2020-06-02,"BC","Northern","Northwest",0,0
2020-06-02,"BC","Northern","Unknown",0,0
2020-06-02,"BC","Vancouver Coastal","All",2,1.14
2020-06-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.57
2020-06-02,"BC","Vancouver Coastal","Richmond",0,0
2020-06-02,"BC","Vancouver Coastal","Unknown",0,0
2020-06-02,"BC","Vancouver Coastal","Vancouver",0,0.57
2020-06-02,"BC","Vancouver Island","All",0,0
2020-06-02,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-02,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-02,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-02,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-03,"BC","All","All",3,10.14
2020-06-03,"BC","Fraser","All",3,9.14
2020-06-03,"BC","Fraser","Fraser East",2,3.86
2020-06-03,"BC","Fraser","Fraser North",0,0.43
2020-06-03,"BC","Fraser","Fraser South",1,4.86
2020-06-03,"BC","Fraser","Unknown",0,0
2020-06-03,"BC","Interior","All",0,0
2020-06-03,"BC","Interior","East Kootenay",0,0
2020-06-03,"BC","Interior","Kootenay Boundary",0,0
2020-06-03,"BC","Interior","Okanagan",0,0
2020-06-03,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-03,"BC","Northern","All",0,0.14
2020-06-03,"BC","Northern","Northeast",0,0
2020-06-03,"BC","Northern","Northern Interior",0,0.14
2020-06-03,"BC","Northern","Northwest",0,0
2020-06-03,"BC","Northern","Unknown",0,0
2020-06-03,"BC","Vancouver Coastal","All",0,0.86
2020-06-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-03,"BC","Vancouver Coastal","Richmond",0,0
2020-06-03,"BC","Vancouver Coastal","Unknown",0,0
2020-06-03,"BC","Vancouver Coastal","Vancouver",0,0.29
2020-06-03,"BC","Vancouver Island","All",0,0
2020-06-03,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-03,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-03,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-03,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-04,"BC","All","All",9,10.14
2020-06-04,"BC","Fraser","All",9,9.14
2020-06-04,"BC","Fraser","Fraser East",0,3.29
2020-06-04,"BC","Fraser","Fraser North",0,0.29
2020-06-04,"BC","Fraser","Fraser South",9,5.57
2020-06-04,"BC","Fraser","Unknown",0,0
2020-06-04,"BC","Interior","All",0,0
2020-06-04,"BC","Interior","East Kootenay",0,0
2020-06-04,"BC","Interior","Kootenay Boundary",0,0
2020-06-04,"BC","Interior","Okanagan",0,0
2020-06-04,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-04,"BC","Northern","All",0,0.14
2020-06-04,"BC","Northern","Northeast",0,0
2020-06-04,"BC","Northern","Northern Interior",0,0.14
2020-06-04,"BC","Northern","Northwest",0,0
2020-06-04,"BC","Northern","Unknown",0,0
2020-06-04,"BC","Vancouver Coastal","All",0,0.86
2020-06-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-04,"BC","Vancouver Coastal","Richmond",0,0
2020-06-04,"BC","Vancouver Coastal","Unknown",0,0
2020-06-04,"BC","Vancouver Coastal","Vancouver",0,0.29
2020-06-04,"BC","Vancouver Island","All",0,0
2020-06-04,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-04,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-04,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-04,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-05,"BC","All","All",5,9.14
2020-06-05,"BC","Fraser","All",5,8.57
2020-06-05,"BC","Fraser","Fraser East",2,3.29
2020-06-05,"BC","Fraser","Fraser North",0,0.29
2020-06-05,"BC","Fraser","Fraser South",3,5
2020-06-05,"BC","Fraser","Unknown",0,0
2020-06-05,"BC","Interior","All",0,0
2020-06-05,"BC","Interior","East Kootenay",0,0
2020-06-05,"BC","Interior","Kootenay Boundary",0,0
2020-06-05,"BC","Interior","Okanagan",0,0
2020-06-05,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-05,"BC","Northern","All",0,0
2020-06-05,"BC","Northern","Northeast",0,0
2020-06-05,"BC","Northern","Northern Interior",0,0
2020-06-05,"BC","Northern","Northwest",0,0
2020-06-05,"BC","Northern","Unknown",0,0
2020-06-05,"BC","Vancouver Coastal","All",0,0.57
2020-06-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-05,"BC","Vancouver Coastal","Richmond",0,0
2020-06-05,"BC","Vancouver Coastal","Unknown",0,0
2020-06-05,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-05,"BC","Vancouver Island","All",0,0
2020-06-05,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-05,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-05,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-05,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-06,"BC","All","All",10,8.71
2020-06-06,"BC","Fraser","All",10,8.14
2020-06-06,"BC","Fraser","Fraser East",5,3.86
2020-06-06,"BC","Fraser","Fraser North",0,0.29
2020-06-06,"BC","Fraser","Fraser South",5,4
2020-06-06,"BC","Fraser","Unknown",0,0
2020-06-06,"BC","Interior","All",0,0
2020-06-06,"BC","Interior","East Kootenay",0,0
2020-06-06,"BC","Interior","Kootenay Boundary",0,0
2020-06-06,"BC","Interior","Okanagan",0,0
2020-06-06,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-06,"BC","Northern","All",0,0
2020-06-06,"BC","Northern","Northeast",0,0
2020-06-06,"BC","Northern","Northern Interior",0,0
2020-06-06,"BC","Northern","Northwest",0,0
2020-06-06,"BC","Northern","Unknown",0,0
2020-06-06,"BC","Vancouver Coastal","All",0,0.57
2020-06-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-06,"BC","Vancouver Coastal","Richmond",0,0
2020-06-06,"BC","Vancouver Coastal","Unknown",0,0
2020-06-06,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-06,"BC","Vancouver Island","All",0,0
2020-06-06,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-06,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-06,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-06,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-06-07,"BC","All","All",8,8.57
2020-06-07,"BC","Fraser","All",8,8.29
2020-06-07,"BC","Fraser","Fraser East",5,4.29
2020-06-07,"BC","Fraser","Fraser North",0,0.14
2020-06-07,"BC","Fraser","Fraser South",3,3.86
2020-06-07,"BC","Fraser","Unknown",0,0
2020-06-07,"BC","Interior","All",0,0
2020-06-07,"BC","Interior","East Kootenay",0,0
2020-06-07,"BC","Interior","Kootenay Boundary",0,0
2020-06-07,"BC","Interior","Okanagan",0,0
2020-06-07,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-07,"BC","Northern","All",0,0
2020-06-07,"BC","Northern","Northeast",0,0
2020-06-07,"BC","Northern","Northern Interior",0,0
2020-06-07,"BC","Northern","Northwest",0,0
2020-06-07,"BC","Northern","Unknown",0,0
2020-06-07,"BC","Vancouver Coastal","All",0,0.29
2020-06-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-07,"BC","Vancouver Coastal","Richmond",0,0
2020-06-07,"BC","Vancouver Coastal","Unknown",0,0
2020-06-07,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-07,"BC","Vancouver Island","All",0,0
2020-06-07,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-07,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-07,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-07,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-08,"BC","All","All",6,7.57
2020-06-08,"BC","Fraser","All",4,7
2020-06-08,"BC","Fraser","Fraser East",4,3.57
2020-06-08,"BC","Fraser","Fraser North",0,0.14
2020-06-08,"BC","Fraser","Fraser South",0,3.29
2020-06-08,"BC","Fraser","Unknown",0,0
2020-06-08,"BC","Interior","All",0,0
2020-06-08,"BC","Interior","East Kootenay",0,0
2020-06-08,"BC","Interior","Kootenay Boundary",0,0
2020-06-08,"BC","Interior","Okanagan",0,0
2020-06-08,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-08,"BC","Northern","All",1,0.14
2020-06-08,"BC","Northern","Northeast",1,0.14
2020-06-08,"BC","Northern","Northern Interior",0,0
2020-06-08,"BC","Northern","Northwest",0,0
2020-06-08,"BC","Northern","Unknown",0,0
2020-06-08,"BC","Vancouver Coastal","All",1,0.43
2020-06-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-08,"BC","Vancouver Coastal","Richmond",0,0
2020-06-08,"BC","Vancouver Coastal","Unknown",0,0
2020-06-08,"BC","Vancouver Coastal","Vancouver",1,0.14
2020-06-08,"BC","Vancouver Island","All",0,0
2020-06-08,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-08,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-08,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-08,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-09,"BC","All","All",15,8
2020-06-09,"BC","Fraser","All",11,7.14
2020-06-09,"BC","Fraser","Fraser East",10,4
2020-06-09,"BC","Fraser","Fraser North",0,0
2020-06-09,"BC","Fraser","Fraser South",1,3.14
2020-06-09,"BC","Fraser","Unknown",0,0
2020-06-09,"BC","Interior","All",0,0
2020-06-09,"BC","Interior","East Kootenay",0,0
2020-06-09,"BC","Interior","Kootenay Boundary",0,0
2020-06-09,"BC","Interior","Okanagan",0,0
2020-06-09,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-09,"BC","Northern","All",0,0.14
2020-06-09,"BC","Northern","Northeast",0,0.14
2020-06-09,"BC","Northern","Northern Interior",0,0
2020-06-09,"BC","Northern","Northwest",0,0
2020-06-09,"BC","Northern","Unknown",0,0
2020-06-09,"BC","Vancouver Coastal","All",4,0.71
2020-06-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-09,"BC","Vancouver Coastal","Richmond",0,0
2020-06-09,"BC","Vancouver Coastal","Unknown",0,0
2020-06-09,"BC","Vancouver Coastal","Vancouver",4,0.71
2020-06-09,"BC","Vancouver Island","All",0,0
2020-06-09,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-09,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-09,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-09,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-10,"BC","All","All",15,9.71
2020-06-10,"BC","Fraser","All",13,8.57
2020-06-10,"BC","Fraser","Fraser East",10,5.14
2020-06-10,"BC","Fraser","Fraser North",0,0
2020-06-10,"BC","Fraser","Fraser South",3,3.43
2020-06-10,"BC","Fraser","Unknown",0,0
2020-06-10,"BC","Interior","All",0,0
2020-06-10,"BC","Interior","East Kootenay",0,0
2020-06-10,"BC","Interior","Kootenay Boundary",0,0
2020-06-10,"BC","Interior","Okanagan",0,0
2020-06-10,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-10,"BC","Northern","All",0,0.14
2020-06-10,"BC","Northern","Northeast",0,0.14
2020-06-10,"BC","Northern","Northern Interior",0,0
2020-06-10,"BC","Northern","Northwest",0,0
2020-06-10,"BC","Northern","Unknown",0,0
2020-06-10,"BC","Vancouver Coastal","All",2,1
2020-06-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-10,"BC","Vancouver Coastal","Richmond",0,0
2020-06-10,"BC","Vancouver Coastal","Unknown",0,0
2020-06-10,"BC","Vancouver Coastal","Vancouver",2,1
2020-06-10,"BC","Vancouver Island","All",0,0
2020-06-10,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-10,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-10,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-10,"Out of Canada","Out of Canada","Out of Canada",3,0.57
2020-06-11,"BC","All","All",9,9.71
2020-06-11,"BC","Fraser","All",4,7.86
2020-06-11,"BC","Fraser","Fraser East",2,5.43
2020-06-11,"BC","Fraser","Fraser North",1,0.14
2020-06-11,"BC","Fraser","Fraser South",1,2.29
2020-06-11,"BC","Fraser","Unknown",0,0
2020-06-11,"BC","Interior","All",0,0
2020-06-11,"BC","Interior","East Kootenay",0,0
2020-06-11,"BC","Interior","Kootenay Boundary",0,0
2020-06-11,"BC","Interior","Okanagan",0,0
2020-06-11,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-11,"BC","Northern","All",0,0.14
2020-06-11,"BC","Northern","Northeast",0,0.14
2020-06-11,"BC","Northern","Northern Interior",0,0
2020-06-11,"BC","Northern","Northwest",0,0
2020-06-11,"BC","Northern","Unknown",0,0
2020-06-11,"BC","Vancouver Coastal","All",5,1.71
2020-06-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-11,"BC","Vancouver Coastal","Richmond",0,0
2020-06-11,"BC","Vancouver Coastal","Unknown",0,0
2020-06-11,"BC","Vancouver Coastal","Vancouver",5,1.71
2020-06-11,"BC","Vancouver Island","All",0,0
2020-06-11,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-11,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-11,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-11,"Out of Canada","Out of Canada","Out of Canada",2,0.86
2020-06-12,"BC","All","All",16,11.29
2020-06-12,"BC","Fraser","All",11,8.71
2020-06-12,"BC","Fraser","Fraser East",7,6.14
2020-06-12,"BC","Fraser","Fraser North",0,0.14
2020-06-12,"BC","Fraser","Fraser South",4,2.43
2020-06-12,"BC","Fraser","Unknown",0,0
2020-06-12,"BC","Interior","All",0,0
2020-06-12,"BC","Interior","East Kootenay",0,0
2020-06-12,"BC","Interior","Kootenay Boundary",0,0
2020-06-12,"BC","Interior","Okanagan",0,0
2020-06-12,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-12,"BC","Northern","All",0,0.14
2020-06-12,"BC","Northern","Northeast",0,0.14
2020-06-12,"BC","Northern","Northern Interior",0,0
2020-06-12,"BC","Northern","Northwest",0,0
2020-06-12,"BC","Northern","Unknown",0,0
2020-06-12,"BC","Vancouver Coastal","All",5,2.43
2020-06-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-12,"BC","Vancouver Coastal","Richmond",0,0
2020-06-12,"BC","Vancouver Coastal","Unknown",0,0
2020-06-12,"BC","Vancouver Coastal","Vancouver",5,2.43
2020-06-12,"BC","Vancouver Island","All",0,0
2020-06-12,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-12,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-12,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-12,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2020-06-13,"BC","All","All",14,11.86
2020-06-13,"BC","Fraser","All",10,8.71
2020-06-13,"BC","Fraser","Fraser East",6,6.29
2020-06-13,"BC","Fraser","Fraser North",1,0.29
2020-06-13,"BC","Fraser","Fraser South",3,2.14
2020-06-13,"BC","Fraser","Unknown",0,0
2020-06-13,"BC","Interior","All",0,0
2020-06-13,"BC","Interior","East Kootenay",0,0
2020-06-13,"BC","Interior","Kootenay Boundary",0,0
2020-06-13,"BC","Interior","Okanagan",0,0
2020-06-13,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-13,"BC","Northern","All",0,0.14
2020-06-13,"BC","Northern","Northeast",0,0.14
2020-06-13,"BC","Northern","Northern Interior",0,0
2020-06-13,"BC","Northern","Northwest",0,0
2020-06-13,"BC","Northern","Unknown",0,0
2020-06-13,"BC","Vancouver Coastal","All",4,3
2020-06-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-13,"BC","Vancouver Coastal","Richmond",1,0.14
2020-06-13,"BC","Vancouver Coastal","Unknown",0,0
2020-06-13,"BC","Vancouver Coastal","Vancouver",3,2.86
2020-06-13,"BC","Vancouver Island","All",0,0
2020-06-13,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-13,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-13,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-13,"Out of Canada","Out of Canada","Out of Canada",1,0.86
2020-06-14,"BC","All","All",6,11.57
2020-06-14,"BC","Fraser","All",4,8.14
2020-06-14,"BC","Fraser","Fraser East",0,5.57
2020-06-14,"BC","Fraser","Fraser North",0,0.29
2020-06-14,"BC","Fraser","Fraser South",4,2.29
2020-06-14,"BC","Fraser","Unknown",0,0
2020-06-14,"BC","Interior","All",0,0
2020-06-14,"BC","Interior","East Kootenay",0,0
2020-06-14,"BC","Interior","Kootenay Boundary",0,0
2020-06-14,"BC","Interior","Okanagan",0,0
2020-06-14,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-14,"BC","Northern","All",0,0.14
2020-06-14,"BC","Northern","Northeast",0,0.14
2020-06-14,"BC","Northern","Northern Interior",0,0
2020-06-14,"BC","Northern","Northwest",0,0
2020-06-14,"BC","Northern","Unknown",0,0
2020-06-14,"BC","Vancouver Coastal","All",2,3.29
2020-06-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-14,"BC","Vancouver Coastal","Richmond",0,0.14
2020-06-14,"BC","Vancouver Coastal","Unknown",0,0
2020-06-14,"BC","Vancouver Coastal","Vancouver",2,3.14
2020-06-14,"BC","Vancouver Island","All",0,0
2020-06-14,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-14,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-14,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-14,"Out of Canada","Out of Canada","Out of Canada",1,1
2020-06-15,"BC","All","All",8,11.86
2020-06-15,"BC","Fraser","All",5,8.29
2020-06-15,"BC","Fraser","Fraser East",3,5.43
2020-06-15,"BC","Fraser","Fraser North",0,0.29
2020-06-15,"BC","Fraser","Fraser South",2,2.57
2020-06-15,"BC","Fraser","Unknown",0,0
2020-06-15,"BC","Interior","All",0,0
2020-06-15,"BC","Interior","East Kootenay",0,0
2020-06-15,"BC","Interior","Kootenay Boundary",0,0
2020-06-15,"BC","Interior","Okanagan",0,0
2020-06-15,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-15,"BC","Northern","All",0,0
2020-06-15,"BC","Northern","Northeast",0,0
2020-06-15,"BC","Northern","Northern Interior",0,0
2020-06-15,"BC","Northern","Northwest",0,0
2020-06-15,"BC","Northern","Unknown",0,0
2020-06-15,"BC","Vancouver Coastal","All",3,3.57
2020-06-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-15,"BC","Vancouver Coastal","Richmond",0,0.14
2020-06-15,"BC","Vancouver Coastal","Unknown",0,0
2020-06-15,"BC","Vancouver Coastal","Vancouver",3,3.43
2020-06-15,"BC","Vancouver Island","All",0,0
2020-06-15,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-15,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-15,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-15,"Out of Canada","Out of Canada","Out of Canada",0,1
2020-06-16,"BC","All","All",21,12.71
2020-06-16,"BC","Fraser","All",15,8.86
2020-06-16,"BC","Fraser","Fraser East",11,5.57
2020-06-16,"BC","Fraser","Fraser North",0,0.29
2020-06-16,"BC","Fraser","Fraser South",4,3
2020-06-16,"BC","Fraser","Unknown",0,0
2020-06-16,"BC","Interior","All",1,0.14
2020-06-16,"BC","Interior","East Kootenay",0,0
2020-06-16,"BC","Interior","Kootenay Boundary",0,0
2020-06-16,"BC","Interior","Okanagan",1,0.14
2020-06-16,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-16,"BC","Northern","All",0,0
2020-06-16,"BC","Northern","Northeast",0,0
2020-06-16,"BC","Northern","Northern Interior",0,0
2020-06-16,"BC","Northern","Northwest",0,0
2020-06-16,"BC","Northern","Unknown",0,0
2020-06-16,"BC","Vancouver Coastal","All",5,3.71
2020-06-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-16,"BC","Vancouver Coastal","Richmond",1,0.29
2020-06-16,"BC","Vancouver Coastal","Unknown",0,0
2020-06-16,"BC","Vancouver Coastal","Vancouver",4,3.43
2020-06-16,"BC","Vancouver Island","All",0,0
2020-06-16,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-16,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-16,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-16,"Out of Canada","Out of Canada","Out of Canada",2,1.29
2020-06-17,"BC","All","All",5,11.29
2020-06-17,"BC","Fraser","All",3,7.43
2020-06-17,"BC","Fraser","Fraser East",3,4.57
2020-06-17,"BC","Fraser","Fraser North",0,0.29
2020-06-17,"BC","Fraser","Fraser South",0,2.57
2020-06-17,"BC","Fraser","Unknown",0,0
2020-06-17,"BC","Interior","All",0,0.14
2020-06-17,"BC","Interior","East Kootenay",0,0
2020-06-17,"BC","Interior","Kootenay Boundary",0,0
2020-06-17,"BC","Interior","Okanagan",0,0.14
2020-06-17,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-17,"BC","Northern","All",0,0
2020-06-17,"BC","Northern","Northeast",0,0
2020-06-17,"BC","Northern","Northern Interior",0,0
2020-06-17,"BC","Northern","Northwest",0,0
2020-06-17,"BC","Northern","Unknown",0,0
2020-06-17,"BC","Vancouver Coastal","All",2,3.71
2020-06-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-17,"BC","Vancouver Coastal","Richmond",0,0.29
2020-06-17,"BC","Vancouver Coastal","Unknown",0,0
2020-06-17,"BC","Vancouver Coastal","Vancouver",2,3.43
2020-06-17,"BC","Vancouver Island","All",0,0
2020-06-17,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-17,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-17,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-17,"Out of Canada","Out of Canada","Out of Canada",1,1
2020-06-18,"BC","All","All",6,10.86
2020-06-18,"BC","Fraser","All",5,7.57
2020-06-18,"BC","Fraser","Fraser East",2,4.57
2020-06-18,"BC","Fraser","Fraser North",0,0.14
